id,rating_value,created_at
636,8.0,2025-10-17 17:59:15.791218
637,2.7,2025-10-17 17:59:15.791218
638,3.3,2025-10-17 17:59:15.791218
639,9.1,2025-10-17 17:59:15.791218
640,3.7,2025-10-17 17:59:15.791218
641,8.3,2025-10-17 17:59:15.791218
642,1.6,2025-10-17 17:59:15.791218
643,1.2,2025-10-17 17:59:15.791218
644,5.9,2025-10-17 17:59:15.791218
645,9.6,2025-10-17 17:59:15.791218
646,5.4,2025-10-17 17:59:15.791218
647,6.8,2025-10-17 17:59:15.791218
648,5.5,2025-10-17 17:59:15.791218
649,7.5,2025-10-17 17:59:15.791218
650,5.7,2025-10-17 17:59:15.791218
651,3.8,2025-10-17 17:59:15.791218
652,2.0,2025-10-17 17:59:15.791218
653,6.9,2025-10-17 17:59:15.791218
654,8.9,2025-10-17 17:59:15.791218
655,6.5,2025-10-17 17:59:15.791218
656,3.0,2025-10-17 17:59:15.791218
657,9.9,2025-10-17 17:59:15.791218
658,7.5,2025-10-17 17:59:15.791218
659,8.8,2025-10-17 17:59:15.791218
660,6.8,2025-10-17 17:59:15.791218
661,1.5,2025-10-17 17:59:15.791218
662,6.7,2025-10-17 17:59:15.791218
663,3.2,2025-10-17 17:59:15.791218
664,3.0,2025-10-17 17:59:15.791218
665,5.3,2025-10-17 17:59:15.791218
666,3.3,2025-10-17 17:59:15.791218
667,4.1,2025-10-17 17:59:15.791218
668,7.8,2025-10-17 17:59:15.791218
669,6.7,2025-10-17 17:59:15.791218
670,1.4,2025-10-17 17:59:15.791218
671,3.1,2025-10-17 17:59:15.791218
672,1.5,2025-10-17 17:59:15.791218
673,6.0,2025-10-17 17:59:15.791218
674,4.1,2025-10-17 17:59:15.791218
675,1.2,2025-10-17 17:59:15.791218
676,6.7,2025-10-17 17:59:15.791218
677,6.8,2025-10-17 17:59:15.791218
678,1.9,2025-10-17 17:59:15.791218
679,1.2,2025-10-17 17:59:15.791218
680,3.2,2025-10-17 17:59:15.791218
681,7.7,2025-10-17 17:59:15.791218
682,9.9,2025-10-17 17:59:15.791218
683,5.1,2025-10-17 17:59:15.791218
684,1.7,2025-10-17 17:59:15.791218
685,4.0,2025-10-17 17:59:15.791218
686,7.3,2025-10-17 17:59:15.791218
687,5.8,2025-10-17 17:59:15.791218
688,8.3,2025-10-17 17:59:15.791218
689,1.3,2025-10-17 17:59:15.791218
690,3.8,2025-10-17 17:59:15.791218
691,8.9,2025-10-17 17:59:15.791218
692,6.0,2025-10-17 17:59:15.791218
693,8.8,2025-10-17 17:59:15.791218
694,9.3,2025-10-17 17:59:15.791218
695,8.9,2025-10-17 17:59:15.791218
696,8.7,2025-10-17 17:59:15.791218
697,7.5,2025-10-17 17:59:15.791218
698,9.7,2025-10-17 17:59:15.791218
699,9.4,2025-10-17 17:59:15.791218
700,7.2,2025-10-17 17:59:15.791218
701,4.0,2025-10-17 17:59:15.791218
702,1.3,2025-10-17 17:59:15.791218
703,8.9,2025-10-17 17:59:15.791218
704,3.5,2025-10-17 17:59:15.791218
705,3.3,2025-10-17 17:59:15.791218
706,7.8,2025-10-17 17:59:15.791218
707,4.1,2025-10-17 17:59:15.791218
708,2.7,2025-10-17 17:59:15.791218
709,2.9,2025-10-17 17:59:15.791218
710,6.5,2025-10-17 17:59:15.791218
711,8.3,2025-10-17 17:59:15.791218
712,7.3,2025-10-17 17:59:15.791218
713,9.1,2025-10-17 17:59:15.791218
714,6.3,2025-10-17 17:59:15.791218
715,9.2,2025-10-17 17:59:15.791218
716,7.1,2025-10-17 17:59:15.791218
717,3.9,2025-10-17 17:59:15.791218
718,8.2,2025-10-17 17:59:15.791218
719,1.4,2025-10-17 17:59:15.791218
720,4.5,2025-10-17 17:59:15.791218
721,9.6,2025-10-17 17:59:15.791218
722,9.0,2025-10-17 17:59:15.791218
723,3.7,2025-10-17 17:59:15.791218
724,7.1,2025-10-17 17:59:15.791218
725,9.4,2025-10-17 17:59:15.791218
726,1.5,2025-10-17 17:59:15.791218
727,3.8,2025-10-17 17:59:15.791218
728,6.1,2025-10-17 17:59:15.791218
729,6.5,2025-10-17 17:59:15.791218
730,6.4,2025-10-17 17:59:15.791218
731,8.4,2025-10-17 17:59:15.791218
732,6.8,2025-10-17 17:59:15.791218
733,1.3,2025-10-17 17:59:15.791218
734,5.5,2025-10-17 17:59:15.791218
735,2.6,2025-10-17 17:59:15.791218
736,9.1,2025-10-17 17:59:15.791218
737,1.3,2025-10-17 17:59:15.791218
738,6.7,2025-10-17 17:59:15.791218
739,3.4,2025-10-17 17:59:15.791218
740,3.7,2025-10-17 17:59:15.791218
741,9.9,2025-10-17 17:59:15.791218
742,2.9,2025-10-17 17:59:15.791218
743,4.5,2025-10-17 17:59:15.791218
744,2.7,2025-10-17 17:59:15.791218
745,2.6,2025-10-17 17:59:15.791218
746,5.4,2025-10-17 17:59:15.791218
747,8.0,2025-10-17 17:59:15.791218
748,9.5,2025-10-17 17:59:15.791218
749,8.3,2025-10-17 17:59:15.791218
750,8.5,2025-10-17 17:59:15.791218
751,6.4,2025-10-17 17:59:15.791218
752,6.6,2025-10-17 17:59:15.791218
753,4.1,2025-10-17 17:59:15.791218
754,1.7,2025-10-17 17:59:15.791218
755,5.8,2025-10-17 17:59:15.791218
756,2.0,2025-10-17 17:59:15.791218
757,1.0,2025-10-17 17:59:15.791218
758,1.6,2025-10-17 17:59:15.791218
759,4.6,2025-10-17 17:59:15.791218
760,2.3,2025-10-17 17:59:15.791218
761,6.2,2025-10-17 17:59:15.791218
762,2.0,2025-10-17 17:59:15.791218
763,7.1,2025-10-17 17:59:15.791218
764,8.8,2025-10-17 17:59:15.791218
765,6.6,2025-10-17 17:59:15.791218
766,7.5,2025-10-17 17:59:15.791218
767,7.1,2025-10-17 17:59:15.791218
768,7.8,2025-10-17 17:59:15.791218
769,5.3,2025-10-17 17:59:15.791218
770,4.4,2025-10-17 17:59:15.791218
771,8.5,2025-10-17 17:59:15.791218
772,3.6,2025-10-17 17:59:15.791218
773,4.2,2025-10-17 17:59:15.791218
774,2.5,2025-10-17 17:59:15.791218
775,4.4,2025-10-17 17:59:15.791218
776,9.8,2025-10-17 17:59:15.791218
777,5.9,2025-10-17 17:59:15.791218
778,9.4,2025-10-17 17:59:15.791218
779,9.3,2025-10-17 17:59:15.791218
780,2.5,2025-10-17 17:59:15.791218
781,1.9,2025-10-17 17:59:15.791218
782,9.8,2025-10-17 17:59:15.791218
783,5.0,2025-10-17 17:59:15.791218
784,6.4,2025-10-17 17:59:15.791218
785,2.2,2025-10-17 17:59:15.791218
786,6.1,2025-10-17 17:59:15.791218
787,4.2,2025-10-17 17:59:15.791218
788,7.8,2025-10-17 17:59:15.791218
789,8.8,2025-10-17 17:59:15.791218
790,1.3,2025-10-17 17:59:15.791218
791,1.5,2025-10-17 17:59:15.791218
792,8.5,2025-10-17 17:59:15.791218
793,6.7,2025-10-17 17:59:15.791218
794,3.7,2025-10-17 17:59:15.791218
795,7.2,2025-10-17 17:59:15.791218
796,6.2,2025-10-17 17:59:15.791218
797,5.3,2025-10-17 17:59:15.791218
798,2.3,2025-10-17 17:59:15.791218
799,9.5,2025-10-17 17:59:15.791218
800,4.1,2025-10-17 17:59:15.791218
801,6.1,2025-10-17 17:59:15.791218
802,6.9,2025-10-17 17:59:15.791218
803,1.0,2025-10-17 17:59:15.791218
804,6.3,2025-10-17 17:59:15.791218
805,6.5,2025-10-17 17:59:15.791218
806,6.3,2025-10-17 17:59:15.791218
807,4.7,2025-10-17 17:59:15.791218
808,9.6,2025-10-17 17:59:15.791218
809,9.5,2025-10-17 17:59:15.791218
810,5.9,2025-10-17 17:59:15.791218
811,9.3,2025-10-17 17:59:15.791218
812,8.4,2025-10-17 17:59:15.791218
813,5.4,2025-10-17 17:59:15.791218
814,3.0,2025-10-17 17:59:15.791218
815,1.6,2025-10-17 17:59:15.791218
816,7.5,2025-10-17 17:59:15.791218
817,3.9,2025-10-17 17:59:15.791218
818,9.2,2025-10-17 17:59:15.791218
819,7.9,2025-10-17 17:59:15.791218
820,8.0,2025-10-17 17:59:15.791218
821,6.0,2025-10-17 17:59:15.791218
822,2.9,2025-10-17 17:59:15.791218
823,9.3,2025-10-17 17:59:15.791218
824,8.1,2025-10-17 17:59:15.791218
825,9.9,2025-10-17 17:59:15.791218
826,1.4,2025-10-17 17:59:15.791218
827,4.6,2025-10-17 17:59:15.791218
828,9.2,2025-10-17 17:59:15.791218
829,1.8,2025-10-17 17:59:15.791218
830,4.9,2025-10-17 17:59:15.791218
831,7.3,2025-10-17 17:59:15.791218
832,6.2,2025-10-17 17:59:15.791218
833,4.3,2025-10-17 17:59:15.791218
834,3.4,2025-10-17 17:59:15.791218
835,4.0,2025-10-17 17:59:15.791218
836,8.6,2025-10-17 17:59:15.791218
837,5.4,2025-10-17 17:59:15.791218
838,5.4,2025-10-17 17:59:15.791218
839,4.6,2025-10-17 17:59:15.791218
840,8.8,2025-10-17 17:59:15.791218
841,8.3,2025-10-17 17:59:15.791218
842,5.8,2025-10-17 17:59:15.791218
843,2.1,2025-10-17 17:59:15.791218
844,7.0,2025-10-17 17:59:15.791218
845,1.6,2025-10-17 17:59:15.791218
846,9.1,2025-10-17 17:59:15.791218
847,4.9,2025-10-17 17:59:15.791218
848,2.7,2025-10-17 17:59:15.791218
849,5.6,2025-10-17 17:59:15.791218
850,4.6,2025-10-17 17:59:15.791218
851,9.3,2025-10-17 17:59:15.791218
852,8.2,2025-10-17 17:59:15.791218
853,8.0,2025-10-17 17:59:15.791218
854,1.5,2025-10-17 17:59:15.791218
855,5.9,2025-10-17 17:59:15.791218
856,2.6,2025-10-17 17:59:15.791218
857,2.6,2025-10-17 17:59:15.791218
858,1.8,2025-10-17 17:59:15.791218
859,9.2,2025-10-17 17:59:15.791218
860,7.4,2025-10-17 17:59:15.791218
861,9.4,2025-10-17 17:59:15.791218
862,2.6,2025-10-17 17:59:15.791218
863,6.3,2025-10-17 17:59:15.791218
864,8.9,2025-10-17 17:59:15.791218
865,6.5,2025-10-17 17:59:15.791218
866,5.3,2025-10-17 17:59:15.791218
867,8.3,2025-10-17 17:59:15.791218
868,7.5,2025-10-17 17:59:15.791218
869,9.8,2025-10-17 17:59:15.791218
870,8.5,2025-10-17 17:59:15.791218
871,4.7,2025-10-17 17:59:15.791218
872,6.0,2025-10-17 17:59:15.791218
873,4.4,2025-10-17 17:59:15.791218
874,6.8,2025-10-17 17:59:15.791218
875,2.4,2025-10-17 17:59:15.791218
876,5.5,2025-10-17 17:59:15.791218
877,6.6,2025-10-17 17:59:15.791218
878,2.0,2025-10-17 17:59:15.791218
879,7.3,2025-10-17 17:59:15.791218
880,4.9,2025-10-17 17:59:15.791218
881,8.0,2025-10-17 17:59:15.791218
882,2.1,2025-10-17 17:59:15.791218
883,2.2,2025-10-17 17:59:15.791218
884,8.9,2025-10-17 17:59:15.791218
885,2.9,2025-10-17 17:59:15.791218
886,4.7,2025-10-17 17:59:15.791218
887,2.2,2025-10-17 17:59:15.791218
888,4.3,2025-10-17 17:59:15.791218
889,6.7,2025-10-17 17:59:15.791218
890,9.7,2025-10-17 17:59:15.791218
891,8.9,2025-10-17 17:59:15.791218
892,6.0,2025-10-17 17:59:15.791218
893,1.2,2025-10-17 17:59:15.791218
894,4.3,2025-10-17 17:59:15.791218
895,6.9,2025-10-17 17:59:15.791218
896,7.1,2025-10-17 17:59:15.791218
897,7.2,2025-10-17 17:59:15.791218
898,5.7,2025-10-17 17:59:15.791218
899,7.8,2025-10-17 17:59:15.791218
900,5.2,2025-10-17 17:59:15.791218
901,1.9,2025-10-17 17:59:15.791218
902,6.8,2025-10-17 17:59:15.791218
903,8.2,2025-10-17 17:59:15.791218
904,3.0,2025-10-17 17:59:15.791218
905,6.5,2025-10-17 17:59:15.791218
906,1.9,2025-10-17 17:59:15.791218
907,3.4,2025-10-17 17:59:15.791218
908,3.0,2025-10-17 17:59:15.791218
909,5.9,2025-10-17 17:59:15.791218
910,9.4,2025-10-17 17:59:15.791218
911,4.4,2025-10-17 17:59:15.791218
912,4.8,2025-10-17 17:59:15.791218
913,6.8,2025-10-17 17:59:15.791218
914,6.1,2025-10-17 17:59:15.791218
915,6.0,2025-10-17 17:59:15.791218
916,6.5,2025-10-17 17:59:15.791218
917,7.5,2025-10-17 17:59:15.791218
918,3.5,2025-10-17 17:59:15.791218
919,4.1,2025-10-17 17:59:15.791218
920,5.5,2025-10-17 17:59:15.791218
921,7.8,2025-10-17 17:59:15.791218
922,8.4,2025-10-17 17:59:15.791218
923,6.8,2025-10-17 17:59:15.791218
924,1.8,2025-10-17 17:59:15.791218
925,4.0,2025-10-17 17:59:15.791218
926,6.0,2025-10-17 17:59:15.791218
927,9.0,2025-10-17 17:59:15.791218
928,2.6,2025-10-17 17:59:15.791218
929,4.8,2025-10-17 17:59:15.791218
930,3.3,2025-10-17 17:59:15.791218
931,6.4,2025-10-17 17:59:15.791218
932,2.4,2025-10-17 17:59:15.791218
933,9.6,2025-10-17 17:59:15.791218
934,9.8,2025-10-17 17:59:15.791218
935,4.7,2025-10-17 17:59:15.791218
936,8.3,2025-10-17 17:59:15.791218
937,7.8,2025-10-17 17:59:15.791218
938,7.7,2025-10-17 17:59:15.791218
939,4.4,2025-10-17 17:59:15.791218
940,8.0,2025-10-17 17:59:15.791218
941,7.1,2025-10-17 17:59:15.791218
942,6.4,2025-10-17 17:59:15.791218
943,8.6,2025-10-17 17:59:15.791218
944,7.2,2025-10-17 17:59:15.791218
945,3.6,2025-10-17 17:59:15.791218
946,3.1,2025-10-17 17:59:15.791218
947,7.6,2025-10-17 17:59:15.791218
948,7.1,2025-10-17 17:59:15.791218
949,2.0,2025-10-17 17:59:15.791218
950,1.4,2025-10-17 17:59:15.791218
951,9.1,2025-10-17 17:59:15.791218
952,3.1,2025-10-17 17:59:15.791218
953,5.1,2025-10-17 17:59:15.791218
954,8.2,2025-10-17 17:59:15.791218
955,8.4,2025-10-17 17:59:15.791218
956,2.4,2025-10-17 17:59:15.791218
957,7.5,2025-10-17 17:59:15.791218
958,4.1,2025-10-17 17:59:15.791218
959,6.6,2025-10-17 17:59:15.791218
960,3.5,2025-10-17 17:59:15.791218
961,1.4,2025-10-17 17:59:15.791218
962,8.3,2025-10-17 17:59:15.791218
963,1.6,2025-10-17 17:59:15.791218
964,9.7,2025-10-17 17:59:15.791218
965,3.1,2025-10-17 17:59:15.791218
966,3.7,2025-10-17 17:59:15.791218
967,1.3,2025-10-17 17:59:15.791218
968,5.8,2025-10-17 17:59:15.791218
969,9.8,2025-10-17 17:59:15.791218
970,2.9,2025-10-17 17:59:15.791218
971,8.1,2025-10-17 17:59:15.791218
972,6.8,2025-10-17 17:59:15.791218
973,1.2,2025-10-17 17:59:15.791218
974,8.5,2025-10-17 17:59:15.791218
975,4.6,2025-10-17 17:59:15.791218
976,9.5,2025-10-17 17:59:15.791218
977,8.6,2025-10-17 17:59:15.791218
978,9.6,2025-10-17 17:59:15.791218
979,5.5,2025-10-17 17:59:15.791218
980,1.7,2025-10-17 17:59:15.791218
981,3.6,2025-10-17 17:59:15.791218
982,5.9,2025-10-17 17:59:15.791218
983,9.6,2025-10-17 17:59:15.791218
984,4.7,2025-10-17 17:59:15.791218
985,7.7,2025-10-17 17:59:15.791218
986,2.8,2025-10-17 17:59:15.791218
987,4.9,2025-10-17 17:59:15.791218
988,6.2,2025-10-17 17:59:15.791218
989,9.7,2025-10-17 17:59:15.791218
990,3.8,2025-10-17 17:59:15.791218
991,2.0,2025-10-17 17:59:15.791218
992,4.1,2025-10-17 17:59:15.791218
993,6.8,2025-10-17 17:59:15.791218
994,4.3,2025-10-17 17:59:15.791218
995,3.0,2025-10-17 17:59:15.791218
996,1.7,2025-10-17 17:59:15.791218
997,7.8,2025-10-17 17:59:15.791218
998,8.2,2025-10-17 17:59:15.791218
999,5.9,2025-10-17 17:59:15.791218
1000,1.1,2025-10-17 17:59:15.791218
