ID,Rating Value,Created At
104489,9.6,2025-10-17 18:02:44
104488,6.0,2025-10-17 18:02:44
104487,6.1,2025-10-17 18:02:44
104486,5.2,2025-10-17 18:02:44
104485,6.8,2025-10-17 18:02:44
104484,1.9,2025-10-17 18:02:44
104483,3.0,2025-10-17 18:02:44
104482,7.4,2025-10-17 18:02:44
104481,2.0,2025-10-17 18:02:44
104480,3.3,2025-10-17 18:02:44
104479,3.5,2025-10-17 18:02:44
104478,6.2,2025-10-17 18:02:44
104477,5.6,2025-10-17 18:02:44
104476,1.9,2025-10-17 18:02:44
104475,4.6,2025-10-17 18:02:44
104474,6.3,2025-10-17 18:02:44
104473,4.9,2025-10-17 18:02:44
104472,3.7,2025-10-17 18:02:44
104471,8.9,2025-10-17 18:02:44
104470,6.0,2025-10-17 18:02:44
104469,2.7,2025-10-17 18:02:44
104468,8.1,2025-10-17 18:02:44
104467,9.9,2025-10-17 18:02:44
104466,7.0,2025-10-17 18:02:44
104465,7.6,2025-10-17 18:02:44
104464,2.1,2025-10-17 18:02:44
104463,8.8,2025-10-17 18:02:44
104462,5.0,2025-10-17 18:02:44
104461,1.0,2025-10-17 18:02:44
104460,3.1,2025-10-17 18:02:44
104459,6.9,2025-10-17 18:02:44
104458,2.0,2025-10-17 18:02:44
104457,6.6,2025-10-17 18:02:44
104456,2.8,2025-10-17 18:02:44
104455,7.4,2025-10-17 18:02:44
104454,3.2,2025-10-17 18:02:44
104453,7.8,2025-10-17 18:02:44
104452,2.4,2025-10-17 18:02:44
104451,5.6,2025-10-17 18:02:44
104450,8.0,2025-10-17 18:02:44
104449,6.2,2025-10-17 18:02:44
104448,7.5,2025-10-17 18:02:44
104447,7.5,2025-10-17 18:02:44
104446,5.0,2025-10-17 18:02:44
104445,6.8,2025-10-17 18:02:44
104444,8.9,2025-10-17 18:02:44
104443,6.4,2025-10-17 18:02:44
104442,2.2,2025-10-17 18:02:44
104441,6.7,2025-10-17 18:02:44
104440,4.1,2025-10-17 18:02:44
104439,9.9,2025-10-17 18:02:44
104438,4.9,2025-10-17 18:02:44
104437,1.5,2025-10-17 18:02:44
104436,9.8,2025-10-17 18:02:44
104435,2.1,2025-10-17 18:02:44
104434,1.1,2025-10-17 18:02:44
104433,2.7,2025-10-17 18:02:44
104432,5.9,2025-10-17 18:02:44
104431,5.5,2025-10-17 18:02:44
104430,5.8,2025-10-17 18:02:44
104429,6.5,2025-10-17 18:02:44
104428,3.7,2025-10-17 18:02:44
104427,7.7,2025-10-17 18:02:44
104426,5.8,2025-10-17 18:02:44
104425,9.7,2025-10-17 18:02:44
104424,2.6,2025-10-17 18:02:44
104423,9.8,2025-10-17 18:02:44
104422,7.8,2025-10-17 18:02:44
104421,4.5,2025-10-17 18:02:44
104420,5.1,2025-10-17 18:02:44
104419,5.7,2025-10-17 18:02:44
104418,5.8,2025-10-17 18:02:44
104417,2.2,2025-10-17 18:02:44
104416,7.9,2025-10-17 18:02:44
104415,5.0,2025-10-17 18:02:44
104414,4.7,2025-10-17 18:02:44
104413,6.7,2025-10-17 18:02:44
104412,8.5,2025-10-17 18:02:44
104411,4.8,2025-10-17 18:02:44
104410,5.2,2025-10-17 18:02:44
104409,1.0,2025-10-17 18:02:44
104408,9.7,2025-10-17 18:02:44
104407,3.8,2025-10-17 18:02:44
104406,1.1,2025-10-17 18:02:44
104405,4.8,2025-10-17 18:02:44
104404,6.2,2025-10-17 18:02:44
104403,5.1,2025-10-17 18:02:44
104402,6.6,2025-10-17 18:02:44
104401,3.8,2025-10-17 18:02:44
104400,8.6,2025-10-17 18:02:44
104399,1.3,2025-10-17 18:02:44
104398,7.9,2025-10-17 18:02:44
104397,2.9,2025-10-17 18:02:44
104396,8.4,2025-10-17 18:02:44
104395,3.7,2025-10-17 18:02:44
104394,6.4,2025-10-17 18:02:44
104393,6.4,2025-10-17 18:02:44
104392,6.0,2025-10-17 18:02:44
104391,2.8,2025-10-17 18:02:44
104390,2.2,2025-10-17 18:02:44
104389,1.8,2025-10-17 18:02:44
104388,2.0,2025-10-17 18:02:44
104387,7.8,2025-10-17 18:02:44
104386,2.4,2025-10-17 18:02:44
104385,5.1,2025-10-17 18:02:44
104384,7.0,2025-10-17 18:02:44
104383,2.7,2025-10-17 18:02:44
104382,8.1,2025-10-17 18:02:44
104381,2.5,2025-10-17 18:02:44
104380,9.8,2025-10-17 18:02:44
104379,4.9,2025-10-17 18:02:44
104378,1.8,2025-10-17 18:02:44
104377,6.0,2025-10-17 18:02:44
104376,6.6,2025-10-17 18:02:44
104375,9.0,2025-10-17 18:02:44
104374,6.9,2025-10-17 18:02:44
104373,2.9,2025-10-17 18:02:44
104372,8.6,2025-10-17 18:02:44
104371,2.8,2025-10-17 18:02:44
104370,1.8,2025-10-17 18:02:44
104369,6.8,2025-10-17 18:02:44
104368,8.8,2025-10-17 18:02:44
104367,5.1,2025-10-17 18:02:44
104366,4.1,2025-10-17 18:02:44
104365,2.9,2025-10-17 18:02:44
104364,6.0,2025-10-17 18:02:44
104363,8.5,2025-10-17 18:02:44
104362,3.8,2025-10-17 18:02:44
104361,3.4,2025-10-17 18:02:44
104360,1.9,2025-10-17 18:02:44
104359,3.2,2025-10-17 18:02:44
104358,9.8,2025-10-17 18:02:44
104357,2.1,2025-10-17 18:02:44
104356,6.6,2025-10-17 18:02:44
104355,6.5,2025-10-17 18:02:44
104354,6.4,2025-10-17 18:02:44
104353,7.6,2025-10-17 18:02:44
104352,8.9,2025-10-17 18:02:44
104351,2.2,2025-10-17 18:02:44
104350,8.5,2025-10-17 18:02:44
104349,2.2,2025-10-17 18:02:44
104348,9.0,2025-10-17 18:02:44
104347,8.0,2025-10-17 18:02:44
104346,7.8,2025-10-17 18:02:44
104345,1.7,2025-10-17 18:02:44
104344,1.9,2025-10-17 18:02:44
104343,5.4,2025-10-17 18:02:44
104342,2.9,2025-10-17 18:02:44
104341,2.6,2025-10-17 18:02:44
104340,3.3,2025-10-17 18:02:44
104339,4.6,2025-10-17 18:02:44
104338,1.1,2025-10-17 18:02:44
104337,5.2,2025-10-17 18:02:44
104336,6.5,2025-10-17 18:02:44
104335,7.4,2025-10-17 18:02:44
104334,9.6,2025-10-17 18:02:44
104333,9.2,2025-10-17 18:02:44
104332,7.4,2025-10-17 18:02:44
104331,5.5,2025-10-17 18:02:44
104330,5.4,2025-10-17 18:02:44
104329,4.4,2025-10-17 18:02:44
104328,8.2,2025-10-17 18:02:44
104327,8.0,2025-10-17 18:02:44
104326,5.5,2025-10-17 18:02:44
104325,5.3,2025-10-17 18:02:44
104324,2.3,2025-10-17 18:02:44
104323,9.4,2025-10-17 18:02:44
104322,3.4,2025-10-17 18:02:44
104321,7.0,2025-10-17 18:02:44
104320,8.1,2025-10-17 18:02:44
104319,2.3,2025-10-17 18:02:44
104318,5.7,2025-10-17 18:02:44
104317,3.5,2025-10-17 18:02:44
104316,8.6,2025-10-17 18:02:44
104315,4.0,2025-10-17 18:02:44
104314,4.9,2025-10-17 18:02:44
104313,5.5,2025-10-17 18:02:44
104312,3.7,2025-10-17 18:02:44
104311,8.3,2025-10-17 18:02:44
104310,7.0,2025-10-17 18:02:44
104309,5.6,2025-10-17 18:02:44
104308,1.6,2025-10-17 18:02:44
104307,2.9,2025-10-17 18:02:44
104306,7.8,2025-10-17 18:02:44
104305,6.8,2025-10-17 18:02:44
104304,1.6,2025-10-17 18:02:44
104303,4.5,2025-10-17 18:02:44
104302,1.6,2025-10-17 18:02:44
104301,8.8,2025-10-17 18:02:44
104300,9.5,2025-10-17 18:02:44
104299,7.8,2025-10-17 18:02:44
104298,6.8,2025-10-17 18:02:44
104297,7.3,2025-10-17 18:02:44
104296,9.8,2025-10-17 18:02:44
104295,2.5,2025-10-17 18:02:44
104294,4.0,2025-10-17 18:02:44
104293,6.7,2025-10-17 18:02:44
104292,8.2,2025-10-17 18:02:44
104291,3.9,2025-10-17 18:02:44
104290,1.1,2025-10-17 18:02:44
104289,2.0,2025-10-17 18:02:44
104288,3.8,2025-10-17 18:02:44
104287,2.0,2025-10-17 18:02:44
104286,4.1,2025-10-17 18:02:44
104285,6.2,2025-10-17 18:02:44
104284,9.4,2025-10-17 18:02:44
104283,1.3,2025-10-17 18:02:44
104282,7.0,2025-10-17 18:02:44
104281,1.6,2025-10-17 18:02:44
104280,9.7,2025-10-17 18:02:44
104279,6.8,2025-10-17 18:02:44
104278,3.0,2025-10-17 18:02:44
104277,8.8,2025-10-17 18:02:44
104276,6.0,2025-10-17 18:02:44
104275,5.1,2025-10-17 18:02:44
104274,6.6,2025-10-17 18:02:44
104273,2.6,2025-10-17 18:02:44
104272,9.2,2025-10-17 18:02:44
104271,5.4,2025-10-17 18:02:44
104270,3.3,2025-10-17 18:02:44
104269,7.1,2025-10-17 18:02:44
104268,8.1,2025-10-17 18:02:44
104267,6.3,2025-10-17 18:02:44
104266,7.3,2025-10-17 18:02:44
104265,8.9,2025-10-17 18:02:44
104264,6.0,2025-10-17 18:02:44
104263,7.8,2025-10-17 18:02:44
104262,7.5,2025-10-17 18:02:44
104261,5.6,2025-10-17 18:02:44
104260,3.7,2025-10-17 18:02:44
104259,2.1,2025-10-17 18:02:44
104258,4.5,2025-10-17 18:02:44
104257,3.2,2025-10-17 18:02:44
104256,7.1,2025-10-17 18:02:44
104255,9.8,2025-10-17 18:02:44
104254,9.1,2025-10-17 18:02:44
104253,9.1,2025-10-17 18:02:44
104252,8.8,2025-10-17 18:02:44
104251,9.4,2025-10-17 18:02:44
104250,7.6,2025-10-17 18:02:44
104249,3.0,2025-10-17 18:02:44
104248,4.1,2025-10-17 18:02:44
104247,2.2,2025-10-17 18:02:44
104246,4.4,2025-10-17 18:02:44
104245,4.9,2025-10-17 18:02:44
104244,3.9,2025-10-17 18:02:44
104243,8.5,2025-10-17 18:02:44
104242,2.1,2025-10-17 18:02:44
104241,7.4,2025-10-17 18:02:44
104240,4.8,2025-10-17 18:02:44
104239,7.6,2025-10-17 18:02:44
104238,5.0,2025-10-17 18:02:44
104237,7.6,2025-10-17 18:02:44
104236,2.2,2025-10-17 18:02:44
104235,5.8,2025-10-17 18:02:44
104234,3.9,2025-10-17 18:02:44
104233,5.3,2025-10-17 18:02:44
104232,8.4,2025-10-17 18:02:44
104231,5.4,2025-10-17 18:02:44
104230,2.7,2025-10-17 18:02:44
104229,3.7,2025-10-17 18:02:44
104228,1.3,2025-10-17 18:02:44
104227,1.2,2025-10-17 18:02:44
104226,2.9,2025-10-17 18:02:44
104225,7.8,2025-10-17 18:02:44
104224,1.2,2025-10-17 18:02:44
104223,8.9,2025-10-17 18:02:44
104222,3.6,2025-10-17 18:02:44
104221,9.1,2025-10-17 18:02:44
104220,8.8,2025-10-17 18:02:44
104219,7.9,2025-10-17 18:02:44
104218,6.8,2025-10-17 18:02:44
104217,2.8,2025-10-17 18:02:44
104216,6.6,2025-10-17 18:02:44
104215,2.4,2025-10-17 18:02:44
104214,6.0,2025-10-17 18:02:44
104213,5.5,2025-10-17 18:02:44
104212,9.8,2025-10-17 18:02:44
104211,5.2,2025-10-17 18:02:44
104210,6.4,2025-10-17 18:02:44
104209,3.9,2025-10-17 18:02:44
104208,2.2,2025-10-17 18:02:44
104207,9.3,2025-10-17 18:02:44
104206,2.6,2025-10-17 18:02:44
104205,7.0,2025-10-17 18:02:44
104204,9.1,2025-10-17 18:02:44
104203,7.7,2025-10-17 18:02:44
104202,4.6,2025-10-17 18:02:44
104201,8.1,2025-10-17 18:02:44
104200,8.9,2025-10-17 18:02:44
104199,4.6,2025-10-17 18:02:44
104198,2.5,2025-10-17 18:02:44
104197,7.2,2025-10-17 18:02:44
104196,8.5,2025-10-17 18:02:44
104195,6.6,2025-10-17 18:02:44
104194,2.4,2025-10-17 18:02:44
104193,1.7,2025-10-17 18:02:44
104192,5.5,2025-10-17 18:02:44
104191,9.6,2025-10-17 18:02:44
104190,8.8,2025-10-17 18:02:44
104189,3.2,2025-10-17 18:02:44
104188,1.7,2025-10-17 18:02:44
104187,6.9,2025-10-17 18:02:44
104186,3.5,2025-10-17 18:02:44
104185,1.7,2025-10-17 18:02:44
104184,6.8,2025-10-17 18:02:44
104183,8.6,2025-10-17 18:02:44
104182,7.9,2025-10-17 18:02:44
104181,3.1,2025-10-17 18:02:44
104180,1.4,2025-10-17 18:02:44
104179,4.8,2025-10-17 18:02:44
104178,2.2,2025-10-17 18:02:44
104177,3.4,2025-10-17 18:02:44
104176,7.4,2025-10-17 18:02:44
104175,3.1,2025-10-17 18:02:44
104174,4.6,2025-10-17 18:02:44
104173,7.3,2025-10-17 18:02:44
104172,9.5,2025-10-17 18:02:44
104171,2.8,2025-10-17 18:02:44
104170,8.7,2025-10-17 18:02:44
104169,8.4,2025-10-17 18:02:44
104168,6.8,2025-10-17 18:02:44
104167,7.9,2025-10-17 18:02:44
104166,4.3,2025-10-17 18:02:44
104165,3.0,2025-10-17 18:02:44
104164,5.7,2025-10-17 18:02:44
104163,4.8,2025-10-17 18:02:44
104162,6.2,2025-10-17 18:02:44
104161,4.7,2025-10-17 18:02:44
104160,8.3,2025-10-17 18:02:44
104159,3.8,2025-10-17 18:02:44
104158,6.9,2025-10-17 18:02:44
104157,1.2,2025-10-17 18:02:44
104156,3.3,2025-10-17 18:02:44
104155,1.8,2025-10-17 18:02:44
104154,6.7,2025-10-17 18:02:44
104153,4.9,2025-10-17 18:02:44
104152,7.5,2025-10-17 18:02:44
104151,8.0,2025-10-17 18:02:44
104150,3.6,2025-10-17 18:02:44
104149,3.8,2025-10-17 18:02:44
104148,8.6,2025-10-17 18:02:44
104147,9.6,2025-10-17 18:02:44
104146,6.7,2025-10-17 18:02:44
104145,6.9,2025-10-17 18:02:44
104144,9.7,2025-10-17 18:02:44
104143,7.4,2025-10-17 18:02:44
104142,2.0,2025-10-17 18:02:44
104141,1.3,2025-10-17 18:02:44
104140,9.3,2025-10-17 18:02:44
104139,5.5,2025-10-17 18:02:44
104138,8.3,2025-10-17 18:02:44
104137,4.8,2025-10-17 18:02:44
104136,3.4,2025-10-17 18:02:44
104135,2.5,2025-10-17 18:02:44
104134,1.3,2025-10-17 18:02:44
104133,4.0,2025-10-17 18:02:44
104132,5.8,2025-10-17 18:02:44
104131,4.3,2025-10-17 18:02:44
104130,1.4,2025-10-17 18:02:44
104129,6.9,2025-10-17 18:02:44
104128,4.4,2025-10-17 18:02:44
104127,6.3,2025-10-17 18:02:44
104126,4.8,2025-10-17 18:02:44
104125,9.1,2025-10-17 18:02:44
104124,5.0,2025-10-17 18:02:44
104123,1.9,2025-10-17 18:02:44
104122,6.8,2025-10-17 18:02:44
104121,4.8,2025-10-17 18:02:44
104120,5.3,2025-10-17 18:02:44
104119,8.4,2025-10-17 18:02:44
104118,7.4,2025-10-17 18:02:44
104117,4.7,2025-10-17 18:02:44
104116,2.9,2025-10-17 18:02:44
104115,9.0,2025-10-17 18:02:44
104114,3.8,2025-10-17 18:02:44
104113,8.0,2025-10-17 18:02:44
104112,7.2,2025-10-17 18:02:44
104111,2.4,2025-10-17 18:02:44
104110,6.9,2025-10-17 18:02:44
104109,4.2,2025-10-17 18:02:44
104108,2.8,2025-10-17 18:02:44
104107,8.0,2025-10-17 18:02:44
104106,9.4,2025-10-17 18:02:44
104105,1.0,2025-10-17 18:02:44
104104,3.6,2025-10-17 18:02:44
104103,8.3,2025-10-17 18:02:44
104102,6.5,2025-10-17 18:02:44
104101,6.5,2025-10-17 18:02:44
104100,3.8,2025-10-17 18:02:44
104099,6.2,2025-10-17 18:02:44
104098,5.6,2025-10-17 18:02:44
104097,6.2,2025-10-17 18:02:44
104096,3.0,2025-10-17 18:02:44
104095,1.1,2025-10-17 18:02:44
104094,7.2,2025-10-17 18:02:44
104093,6.1,2025-10-17 18:02:44
104092,8.7,2025-10-17 18:02:44
104091,5.6,2025-10-17 18:02:44
104090,3.9,2025-10-17 18:02:44
104089,8.1,2025-10-17 18:02:44
104088,2.0,2025-10-17 18:02:44
104087,9.3,2025-10-17 18:02:44
104086,9.1,2025-10-17 18:02:44
104085,9.7,2025-10-17 18:02:44
104084,3.8,2025-10-17 18:02:44
104083,7.2,2025-10-17 18:02:44
104082,6.2,2025-10-17 18:02:44
104081,1.6,2025-10-17 18:02:44
104080,3.8,2025-10-17 18:02:44
104079,4.3,2025-10-17 18:02:44
104078,3.4,2025-10-17 18:02:44
104077,9.6,2025-10-17 18:02:44
104076,1.2,2025-10-17 18:02:44
104075,9.0,2025-10-17 18:02:44
104074,1.3,2025-10-17 18:02:44
104073,9.2,2025-10-17 18:02:44
104072,3.9,2025-10-17 18:02:44
104071,6.8,2025-10-17 18:02:44
104070,5.6,2025-10-17 18:02:44
104069,9.0,2025-10-17 18:02:44
104068,4.1,2025-10-17 18:02:44
104067,4.8,2025-10-17 18:02:44
104066,2.4,2025-10-17 18:02:44
104065,4.5,2025-10-17 18:02:44
104064,2.4,2025-10-17 18:02:44
104063,7.4,2025-10-17 18:02:44
104062,9.6,2025-10-17 18:02:44
104061,5.8,2025-10-17 18:02:44
104060,8.1,2025-10-17 18:02:44
104059,8.9,2025-10-17 18:02:44
104058,8.8,2025-10-17 18:02:44
104057,7.0,2025-10-17 18:02:44
104056,4.9,2025-10-17 18:02:44
104055,8.4,2025-10-17 18:02:44
104054,4.8,2025-10-17 18:02:44
104053,5.7,2025-10-17 18:02:44
104052,3.7,2025-10-17 18:02:44
104051,5.4,2025-10-17 18:02:44
104050,5.3,2025-10-17 18:02:44
104049,8.4,2025-10-17 18:02:44
104048,5.1,2025-10-17 18:02:44
104047,9.4,2025-10-17 18:02:44
104046,9.8,2025-10-17 18:02:44
104045,6.8,2025-10-17 18:02:44
104044,3.5,2025-10-17 18:02:44
104043,5.1,2025-10-17 18:02:44
104042,6.8,2025-10-17 18:02:44
104041,4.7,2025-10-17 18:02:44
104040,1.6,2025-10-17 18:02:44
104039,1.4,2025-10-17 18:02:44
104038,3.0,2025-10-17 18:02:44
104037,1.8,2025-10-17 18:02:44
104036,7.8,2025-10-17 18:02:44
104035,9.0,2025-10-17 18:02:44
104034,4.9,2025-10-17 18:02:44
104033,1.4,2025-10-17 18:02:44
104032,8.1,2025-10-17 18:02:44
104031,4.8,2025-10-17 18:02:44
104030,9.9,2025-10-17 18:02:44
104029,2.6,2025-10-17 18:02:44
104028,1.4,2025-10-17 18:02:44
104027,3.9,2025-10-17 18:02:44
104026,6.7,2025-10-17 18:02:44
104025,1.2,2025-10-17 18:02:44
104024,3.6,2025-10-17 18:02:44
104023,3.8,2025-10-17 18:02:44
104022,9.6,2025-10-17 18:02:44
104021,9.6,2025-10-17 18:02:44
104020,1.6,2025-10-17 18:02:44
104019,2.4,2025-10-17 18:02:44
104018,1.0,2025-10-17 18:02:44
104017,3.6,2025-10-17 18:02:44
104016,4.2,2025-10-17 18:02:44
104015,4.6,2025-10-17 18:02:44
104014,8.7,2025-10-17 18:02:44
104013,5.0,2025-10-17 18:02:44
104012,3.8,2025-10-17 18:02:44
104011,8.9,2025-10-17 18:02:44
104010,5.9,2025-10-17 18:02:44
104009,3.6,2025-10-17 18:02:44
104008,8.3,2025-10-17 18:02:44
104007,6.1,2025-10-17 18:02:44
104006,2.9,2025-10-17 18:02:44
104005,2.0,2025-10-17 18:02:44
104004,8.4,2025-10-17 18:02:44
104003,1.7,2025-10-17 18:02:44
104002,2.0,2025-10-17 18:02:44
104001,6.8,2025-10-17 18:02:44
104000,8.9,2025-10-17 18:02:44
103999,8.0,2025-10-17 18:02:44
103998,1.4,2025-10-17 18:02:44
103997,5.4,2025-10-17 18:02:44
103996,8.4,2025-10-17 18:02:44
103995,7.5,2025-10-17 18:02:44
103994,1.3,2025-10-17 18:02:44
103993,3.4,2025-10-17 18:02:44
103992,9.1,2025-10-17 18:02:44
103991,2.1,2025-10-17 18:02:44
103990,1.3,2025-10-17 18:02:44
103989,4.9,2025-10-17 18:02:44
103988,2.6,2025-10-17 18:02:44
103987,9.7,2025-10-17 18:02:44
103986,5.4,2025-10-17 18:02:44
103985,2.3,2025-10-17 18:02:44
103984,9.4,2025-10-17 18:02:44
103983,7.1,2025-10-17 18:02:44
103982,7.0,2025-10-17 18:02:44
103981,4.2,2025-10-17 18:02:44
103980,8.8,2025-10-17 18:02:44
103979,2.9,2025-10-17 18:02:44
103978,2.2,2025-10-17 18:02:44
103977,1.3,2025-10-17 18:02:44
103976,1.6,2025-10-17 18:02:44
103975,8.8,2025-10-17 18:02:44
103974,4.0,2025-10-17 18:02:44
103973,8.0,2025-10-17 18:02:44
103972,9.3,2025-10-17 18:02:44
103971,4.7,2025-10-17 18:02:44
103970,4.3,2025-10-17 18:02:44
103969,4.9,2025-10-17 18:02:44
103968,3.8,2025-10-17 18:02:44
103967,2.3,2025-10-17 18:02:44
103966,9.3,2025-10-17 18:02:44
103965,7.6,2025-10-17 18:02:44
103964,1.1,2025-10-17 18:02:44
103963,5.7,2025-10-17 18:02:44
103962,5.5,2025-10-17 18:02:44
103961,3.2,2025-10-17 18:02:44
103960,2.9,2025-10-17 18:02:44
103959,7.0,2025-10-17 18:02:44
103958,5.1,2025-10-17 18:02:44
103957,7.5,2025-10-17 18:02:44
103956,2.6,2025-10-17 18:02:44
103955,1.6,2025-10-17 18:02:44
103954,3.0,2025-10-17 18:02:44
103953,1.3,2025-10-17 18:02:44
103952,7.3,2025-10-17 18:02:44
103951,8.9,2025-10-17 18:02:44
103950,9.7,2025-10-17 18:02:44
103949,9.6,2025-10-17 18:02:44
103948,9.9,2025-10-17 18:02:44
103947,4.5,2025-10-17 18:02:44
103946,8.4,2025-10-17 18:02:44
103945,3.3,2025-10-17 18:02:44
103944,5.9,2025-10-17 18:02:44
103943,7.9,2025-10-17 18:02:44
103942,7.0,2025-10-17 18:02:44
103941,3.5,2025-10-17 18:02:44
103940,8.4,2025-10-17 18:02:44
103939,9.0,2025-10-17 18:02:44
103938,1.3,2025-10-17 18:02:44
103937,5.4,2025-10-17 18:02:44
103936,7.7,2025-10-17 18:02:44
103935,5.1,2025-10-17 18:02:44
103934,5.1,2025-10-17 18:02:44
103933,9.5,2025-10-17 18:02:44
103932,9.4,2025-10-17 18:02:44
103931,9.9,2025-10-17 18:02:44
103930,6.3,2025-10-17 18:02:44
103929,2.4,2025-10-17 18:02:44
103928,9.7,2025-10-17 18:02:44
103927,7.8,2025-10-17 18:02:44
103926,9.7,2025-10-17 18:02:44
103925,1.0,2025-10-17 18:02:44
103924,9.3,2025-10-17 18:02:44
103923,9.6,2025-10-17 18:02:44
103922,1.2,2025-10-17 18:02:44
103921,3.3,2025-10-17 18:02:44
103920,3.1,2025-10-17 18:02:44
103919,8.2,2025-10-17 18:02:44
103918,2.8,2025-10-17 18:02:44
103917,3.4,2025-10-17 18:02:44
103916,8.3,2025-10-17 18:02:44
103915,4.6,2025-10-17 18:02:44
103914,8.6,2025-10-17 18:02:44
103913,7.7,2025-10-17 18:02:44
103912,1.4,2025-10-17 18:02:44
103911,4.9,2025-10-17 18:02:44
103910,5.9,2025-10-17 18:02:44
103909,8.6,2025-10-17 18:02:44
103908,2.7,2025-10-17 18:02:44
103907,4.7,2025-10-17 18:02:44
103906,2.4,2025-10-17 18:02:44
103905,4.2,2025-10-17 18:02:44
103904,7.7,2025-10-17 18:02:44
103903,8.2,2025-10-17 18:02:44
103902,3.3,2025-10-17 18:02:44
103901,7.5,2025-10-17 18:02:44
103900,2.0,2025-10-17 18:02:44
103899,7.5,2025-10-17 18:02:44
103898,9.4,2025-10-17 18:02:44
103897,7.9,2025-10-17 18:02:44
103896,5.0,2025-10-17 18:02:44
103895,1.9,2025-10-17 18:02:44
103894,5.5,2025-10-17 18:02:44
103893,1.8,2025-10-17 18:02:44
103892,7.6,2025-10-17 18:02:44
103891,2.8,2025-10-17 18:02:44
103890,9.1,2025-10-17 18:02:44
103889,2.9,2025-10-17 18:02:44
103888,3.3,2025-10-17 18:02:44
103887,5.8,2025-10-17 18:02:44
103886,4.6,2025-10-17 18:02:44
103885,1.6,2025-10-17 18:02:44
103884,2.6,2025-10-17 18:02:44
103883,7.3,2025-10-17 18:02:44
103882,5.9,2025-10-17 18:02:44
103881,8.1,2025-10-17 18:02:44
103880,6.2,2025-10-17 18:02:44
103879,5.9,2025-10-17 18:02:44
103878,1.2,2025-10-17 18:02:44
103877,3.7,2025-10-17 18:02:44
103876,9.8,2025-10-17 18:02:44
103875,4.8,2025-10-17 18:02:44
103874,4.1,2025-10-17 18:02:44
103873,4.9,2025-10-17 18:02:44
103872,8.1,2025-10-17 18:02:44
103871,4.0,2025-10-17 18:02:44
103870,9.0,2025-10-17 18:02:44
103869,1.9,2025-10-17 18:02:44
103868,3.7,2025-10-17 18:02:44
103867,4.6,2025-10-17 18:02:44
103866,1.1,2025-10-17 18:02:44
103865,7.3,2025-10-17 18:02:44
103864,6.2,2025-10-17 18:02:44
103863,4.7,2025-10-17 18:02:44
103862,8.1,2025-10-17 18:02:44
103861,2.9,2025-10-17 18:02:44
103860,1.7,2025-10-17 18:02:44
103859,8.6,2025-10-17 18:02:44
103858,2.2,2025-10-17 18:02:44
103857,6.1,2025-10-17 18:02:44
103856,9.9,2025-10-17 18:02:44
103855,4.5,2025-10-17 18:02:44
103854,4.4,2025-10-17 18:02:44
103853,4.4,2025-10-17 18:02:44
103852,6.5,2025-10-17 18:02:44
103851,5.0,2025-10-17 18:02:44
103850,8.5,2025-10-17 18:02:44
103849,8.6,2025-10-17 18:02:44
103848,5.6,2025-10-17 18:02:44
103847,2.0,2025-10-17 18:02:44
103846,5.9,2025-10-17 18:02:44
103845,1.4,2025-10-17 18:02:44
103844,1.6,2025-10-17 18:02:44
103843,9.1,2025-10-17 18:02:44
103842,5.3,2025-10-17 18:02:44
103841,9.2,2025-10-17 18:02:44
103840,9.6,2025-10-17 18:02:44
103839,8.2,2025-10-17 18:02:44
103838,2.7,2025-10-17 18:02:44
103837,9.8,2025-10-17 18:02:44
103836,1.5,2025-10-17 18:02:44
103835,8.1,2025-10-17 18:02:44
103834,2.0,2025-10-17 18:02:44
103833,3.0,2025-10-17 18:02:44
103832,2.3,2025-10-17 18:02:44
103831,4.3,2025-10-17 18:02:44
103830,3.3,2025-10-17 18:02:44
103829,2.0,2025-10-17 18:02:44
103828,6.3,2025-10-17 18:02:44
103827,4.7,2025-10-17 18:02:44
103826,7.2,2025-10-17 18:02:44
103825,2.1,2025-10-17 18:02:44
103824,1.0,2025-10-17 18:02:44
103823,6.9,2025-10-17 18:02:44
103822,8.4,2025-10-17 18:02:44
103821,5.6,2025-10-17 18:02:44
103820,7.4,2025-10-17 18:02:44
103819,2.6,2025-10-17 18:02:44
103818,8.4,2025-10-17 18:02:44
103817,4.7,2025-10-17 18:02:44
103816,9.2,2025-10-17 18:02:44
103815,5.8,2025-10-17 18:02:44
103814,4.3,2025-10-17 18:02:44
103813,9.7,2025-10-17 18:02:44
103812,1.3,2025-10-17 18:02:44
103811,6.6,2025-10-17 18:02:44
103810,8.4,2025-10-17 18:02:44
103809,7.5,2025-10-17 18:02:44
103808,4.9,2025-10-17 18:02:44
103807,4.2,2025-10-17 18:02:44
103806,2.6,2025-10-17 18:02:44
103805,6.1,2025-10-17 18:02:44
103804,9.8,2025-10-17 18:02:44
103803,3.5,2025-10-17 18:02:44
103802,8.4,2025-10-17 18:02:44
103801,5.9,2025-10-17 18:02:44
103800,2.3,2025-10-17 18:02:44
103799,2.5,2025-10-17 18:02:44
103798,1.9,2025-10-17 18:02:44
103797,3.0,2025-10-17 18:02:44
103796,5.9,2025-10-17 18:02:44
103795,1.3,2025-10-17 18:02:44
103794,8.0,2025-10-17 18:02:44
103793,6.8,2025-10-17 18:02:44
103792,9.3,2025-10-17 18:02:44
103791,7.3,2025-10-17 18:02:44
